Date,Adj Close,Close,High,Low,Open,Volume
2020-11-11 00:00:00+00:00,5996.66162109375,6540.0,6565.0,6480.0,6540.0,131383500
2020-11-12 00:00:00+00:00,5886.63037109375,6420.0,6495.0,6405.0,6410.0,83082500
2020-11-13 00:00:00+00:00,5859.12255859375,6390.0,6450.0,6320.0,6420.0,82374500
2020-11-16 00:00:00+00:00,5941.646484375,6480.0,6485.0,6385.0,6485.0,54905000
2020-11-17 00:00:00+00:00,6005.830078125,6550.0,6565.0,6490.0,6500.0,119784000
2020-11-18 00:00:00+00:00,6024.1689453125,6570.0,6575.0,6540.0,6550.0,99789000
2020-11-19 00:00:00+00:00,6065.42919921875,6615.0,6640.0,6515.0,6520.0,147346500
2020-11-20 00:00:00+00:00,6051.67724609375,6600.0,6650.0,6550.0,6640.0,68468500
2020-11-23 00:00:00+00:00,6051.67724609375,6600.0,6610.0,6550.0,6600.0,75265500
2020-11-24 00:00:00+00:00,6019.583984375,6565.0,6600.0,6545.0,6600.0,72349500
2020-11-25 00:00:00+00:00,5877.4609375,6410.0,6585.0,6380.0,6580.0,170140500
2020-11-26 00:00:00+00:00,5941.646484375,6480.0,6490.0,6300.0,6350.0,64339000
2020-11-27 00:00:00+00:00,5854.5390625,6385.0,6490.0,6380.0,6480.0,87361500
2020-11-30 00:00:00+00:00,5689.49267578125,6205.0,6400.0,6135.0,6385.0,393091500
2020-12-01 00:00:00+00:00,5863.70751953125,6395.0,6435.0,6220.0,6220.0,114563500
2020-12-02 00:00:00+00:00,5914.138671875,6450.0,6485.0,6340.0,6460.0,93897500
2020-12-03 00:00:00+00:00,5923.3076171875,6460.0,6525.0,6425.0,6500.0,98210000
2020-12-04 00:00:00+00:00,5859.12255859375,6390.0,6465.0,6360.0,6460.0,64995500
2020-12-07 00:00:00+00:00,5978.322265625,6520.0,6580.0,6480.0,6500.0,96636000
2020-12-08 00:00:00+00:00,5950.8154296875,6490.0,6520.0,6425.0,6520.0,70561500
2020-12-10 00:00:00+00:00,6047.015625,6575.0,6600.0,6540.0,6590.0,151420500
2020-12-11 00:00:00+00:00,6194.1669921875,6735.0,6780.0,6595.0,6600.0,214160000
2020-12-14 00:00:00+00:00,6272.34130859375,6820.0,6830.0,6795.0,6800.0,179785500
2020-12-15 00:00:00+00:00,6244.75048828125,6790.0,6900.0,6605.0,6830.0,164024500
2020-12-16 00:00:00+00:00,6391.90234375,6950.0,6950.0,6840.0,6860.0,138674000
2020-12-17 00:00:00+00:00,6378.10693359375,6935.0,7000.0,6820.0,6965.0,91920000
2020-12-18 00:00:00+00:00,6253.94775390625,6800.0,6935.0,6755.0,6935.0,147238500
2020-12-21 00:00:00+00:00,6281.53857421875,6830.0,6890.0,6800.0,6890.0,93692500
2020-12-22 00:00:00+00:00,6175.7734375,6715.0,6820.0,6710.0,6740.0,61790500
2020-12-23 00:00:00+00:00,6184.970703125,6725.0,6905.0,6620.0,6905.0,76948000
2020-12-28 00:00:00+00:00,6235.5537109375,6780.0,6820.0,6660.0,6790.0,60234000
2020-12-29 00:00:00+00:00,6221.7578125,6765.0,6810.0,6740.0,6775.0,34212500
2020-12-30 00:00:00+00:00,6226.3564453125,6770.0,6800.0,6700.0,6800.0,52675500
2021-01-04 00:00:00+00:00,6286.13720703125,6835.0,6855.0,6720.0,6800.0,47937000
2021-01-05 00:00:00+00:00,6520.6591796875,7090.0,7090.0,6850.0,6860.0,104831000
2021-01-06 00:00:00+00:00,6387.3046875,6945.0,7075.0,6880.0,7050.0,89753500
2021-01-07 00:00:00+00:00,6405.69775390625,6965.0,7050.0,6910.0,7000.0,71360000
2021-01-08 00:00:00+00:00,6483.87255859375,7050.0,7080.0,6975.0,7035.0,75033500
2021-01-11 00:00:00+00:00,6755.18310546875,7345.0,7360.0,7145.0,7150.0,169034500
2021-01-12 00:00:00+00:00,6585.0390625,7160.0,7380.0,7160.0,7345.0,95235000
2021-01-13 00:00:00+00:00,6548.25048828125,7120.0,7275.0,7070.0,7245.0,76581500
2021-01-14 00:00:00+00:00,6456.28173828125,7020.0,7090.0,6995.0,7050.0,89319500
2021-01-15 00:00:00+00:00,6396.5009765625,6955.0,7100.0,6840.0,7095.0,89853500
2021-01-18 00:00:00+00:00,6548.25048828125,7120.0,7125.0,6845.0,6955.0,86343000
2021-01-19 00:00:00+00:00,6525.2587890625,7095.0,7120.0,7005.0,7120.0,73777000
2021-01-20 00:00:00+00:00,6525.2587890625,7095.0,7295.0,7070.0,7165.0,107216000
2021-01-21 00:00:00+00:00,6506.86474609375,7075.0,7300.0,7060.0,7280.0,66428000
2021-01-22 00:00:00+00:00,6511.46337890625,7080.0,7160.0,7075.0,7075.0,80829000
2021-01-25 00:00:00+00:00,6470.0771484375,7035.0,7200.0,7000.0,7200.0,76836500
2021-01-26 00:00:00+00:00,6272.34130859375,6820.0,7000.0,6820.0,6955.0,98658000
2021-01-27 00:00:00+00:00,6244.75048828125,6790.0,6930.0,6705.0,6820.0,97920000
2021-01-28 00:00:00+00:00,6345.91796875,6900.0,6925.0,6790.0,6790.0,104627000
2021-01-29 00:00:00+00:00,6217.1591796875,6760.0,7000.0,6760.0,6900.0,132762500
2021-02-01 00:00:00+00:00,6272.34130859375,6820.0,6920.0,6595.0,6760.0,113129000
2021-02-02 00:00:00+00:00,6253.94775390625,6800.0,6980.0,6800.0,6965.0,86741000
2021-02-03 00:00:00+00:00,6276.9404296875,6825.0,7000.0,6825.0,7000.0,67291000
2021-02-04 00:00:00+00:00,6304.53125,6855.0,7000.0,6835.0,6920.0,80950500
2021-02-05 00:00:00+00:00,6359.71337890625,6915.0,6950.0,6855.0,6870.0,51602000
2021-02-08 00:00:00+00:00,6364.3115234375,6920.0,7055.0,6880.0,7050.0,45604000
2021-02-09 00:00:00+00:00,6419.4931640625,6980.0,7030.0,6955.0,7000.0,75574000
2021-02-10 00:00:00+00:00,6364.3115234375,6920.0,7050.0,6900.0,7050.0,44984500
2021-02-11 00:00:00+00:00,6327.5234375,6880.0,6985.0,6840.0,6985.0,36926000
2021-02-15 00:00:00+00:00,6253.94775390625,6800.0,6890.0,6720.0,6830.0,83922000
2021-02-16 00:00:00+00:00,6382.70556640625,6940.0,6945.0,6830.0,6880.0,47221000
2021-02-17 00:00:00+00:00,6345.91796875,6900.0,6960.0,6850.0,6890.0,66011500
2021-02-18 00:00:00+00:00,6194.1669921875,6735.0,6900.0,6735.0,6850.0,91204000
2021-02-19 00:00:00+00:00,6276.9404296875,6825.0,6850.0,6760.0,6780.0,70487500
2021-02-22 00:00:00+00:00,6244.75048828125,6790.0,6940.0,6790.0,6900.0,68913000
2021-02-23 00:00:00+00:00,6276.9404296875,6825.0,6845.0,6775.0,6820.0,58360000
2021-02-24 00:00:00+00:00,6184.970703125,6725.0,6835.0,6725.0,6825.0,71869000
2021-02-25 00:00:00+00:00,6166.5771484375,6705.0,6770.0,6680.0,6740.0,78688000
2021-02-26 00:00:00+00:00,6171.1748046875,6710.0,6810.0,6645.0,6705.0,173631500
2021-03-01 00:00:00+00:00,6479.2734375,7045.0,7045.0,6800.0,6830.0,205539000
2021-03-02 00:00:00+00:00,6451.6826171875,7015.0,7160.0,7000.0,7120.0,81446500
2021-03-03 00:00:00+00:00,6437.8876953125,7000.0,7085.0,7000.0,7065.0,84470000
2021-03-04 00:00:00+00:00,6180.3720703125,6720.0,7000.0,6720.0,6905.0,120802500
2021-03-05 00:00:00+00:00,6253.94775390625,6800.0,6925.0,6720.0,6720.0,111871500
2021-03-08 00:00:00+00:00,6180.3720703125,6720.0,6950.0,6720.0,6950.0,90883000
2021-03-09 00:00:00+00:00,6074.6064453125,6605.0,6715.0,6600.0,6700.0,135582000
2021-03-10 00:00:00+00:00,6166.5771484375,6705.0,6720.0,6620.0,6720.0,50302000
2021-03-12 00:00:00+00:00,6221.7578125,6765.0,6880.0,6715.0,6875.0,74328000
2021-03-15 00:00:00+00:00,6129.7890625,6665.0,6820.0,6665.0,6815.0,57416000
2021-03-16 00:00:00+00:00,6092.99951171875,6625.0,6710.0,6620.0,6710.0,70755500
2021-03-17 00:00:00+00:00,6079.20458984375,6610.0,6665.0,6605.0,6650.0,71474500
2021-03-18 00:00:00+00:00,6166.5771484375,6705.0,6720.0,6610.0,6620.0,70067500
2021-03-19 00:00:00+00:00,6217.1591796875,6760.0,6770.0,6625.0,6770.0,125853000
2021-03-22 00:00:00+00:00,6088.40234375,6620.0,6680.0,6610.0,6640.0,67523500
2021-03-23 00:00:00+00:00,6037.81884765625,6565.0,6720.0,6555.0,6720.0,127762500
2021-03-24 00:00:00+00:00,5922.85595703125,6440.0,6550.0,6420.0,6515.0,152050000
2021-03-25 00:00:00+00:00,5858.47802734375,6370.0,6440.0,6330.0,6400.0,119101500
2021-03-26 00:00:00+00:00,5899.86376953125,6415.0,6445.0,6300.0,6370.0,134467500
2021-03-29 00:00:00+00:00,5849.28076171875,6360.0,6515.0,6360.0,6410.0,113370500
2021-03-30 00:00:00+00:00,5881.4697265625,6395.0,6455.0,6370.0,6370.0,83115500
2021-03-31 00:00:00+00:00,5715.92431640625,6215.0,6395.0,6145.0,6390.0,223390500
2021-04-01 00:00:00+00:00,5725.12109375,6225.0,6270.0,6155.0,6215.0,112286000
2021-04-05 00:00:00+00:00,5660.7421875,6155.0,6290.0,6155.0,6250.0,73311500
2021-04-06 00:00:00+00:00,5669.93896484375,6165.0,6170.0,6080.0,6135.0,80215000
2021-04-07 00:00:00+00:00,5748.11376953125,6250.0,6275.0,6135.0,6155.0,107908000
2021-04-08 00:00:00+00:00,5721.44091796875,6135.0,6215.0,6125.0,6200.0,123697500
2021-04-09 00:00:00+00:00,5782.06005859375,6200.0,6320.0,6145.0,6315.0,116961000
2021-04-12 00:00:00+00:00,5656.15966796875,6065.0,6295.0,6060.0,6295.0,110411500
2021-04-13 00:00:00+00:00,5595.54150390625,6000.0,6060.0,5980.0,6050.0,119211500
2021-04-14 00:00:00+00:00,5879.98193359375,6305.0,6305.0,6060.0,6105.0,135519500
2021-04-15 00:00:00+00:00,5856.6669921875,6280.0,6310.0,6180.0,6305.0,102686500
2021-04-16 00:00:00+00:00,5852.00390625,6275.0,6370.0,6215.0,6370.0,79293500
2021-04-19 00:00:00+00:00,5847.3408203125,6270.0,6280.0,6230.0,6275.0,47095000
2021-04-20 00:00:00+00:00,5814.70068359375,6235.0,6250.0,6185.0,6200.0,72721000
2021-04-21 00:00:00+00:00,5749.4189453125,6165.0,6225.0,6165.0,6200.0,68397000
2021-04-22 00:00:00+00:00,5796.048828125,6215.0,6275.0,6180.0,6200.0,63758000
2021-04-23 00:00:00+00:00,5959.251953125,6390.0,6395.0,6225.0,6280.0,108498500
2021-04-26 00:00:00+00:00,5861.33056640625,6285.0,6400.0,6280.0,6395.0,108742000
2021-04-27 00:00:00+00:00,5973.24072265625,6405.0,6435.0,6355.0,6370.0,132650000
2021-04-28 00:00:00+00:00,5893.970703125,6320.0,6405.0,6315.0,6400.0,87660000
2021-04-29 00:00:00+00:00,5977.9033203125,6410.0,6460.0,6360.0,6460.0,57355000
2021-04-30 00:00:00+00:00,5973.24072265625,6405.0,6450.0,6380.0,6450.0,65829500
2021-05-03 00:00:00+00:00,5959.251953125,6390.0,6480.0,6345.0,6480.0,42065500
2021-05-04 00:00:00+00:00,5968.57763671875,6400.0,6430.0,6340.0,6350.0,50123500
2021-05-05 00:00:00+00:00,5991.89306640625,6425.0,6430.0,6400.0,6420.0,51685000
2021-05-06 00:00:00+00:00,5991.89306640625,6425.0,6450.0,6400.0,6400.0,38115500
2021-05-07 00:00:00+00:00,5968.57763671875,6400.0,6460.0,6385.0,6460.0,48864000
2021-05-10 00:00:00+00:00,5987.2294921875,6420.0,6420.0,6395.0,6400.0,68180500
2021-05-11 00:00:00+00:00,6043.18603515625,6480.0,6480.0,6305.0,6400.0,70680000
2021-05-17 00:00:00+00:00,6061.8369140625,6500.0,6500.0,6375.0,6500.0,129058500
2021-05-18 00:00:00+00:00,5959.251953125,6390.0,6455.0,6365.0,6400.0,73563000
2021-05-19 00:00:00+00:00,5917.28564453125,6345.0,6400.0,6335.0,6380.0,64912500
2021-05-20 00:00:00+00:00,5949.92578125,6380.0,6435.0,6350.0,6390.0,64950000
2021-05-21 00:00:00+00:00,5931.2744140625,6360.0,6450.0,6260.0,6450.0,92620000
2021-05-24 00:00:00+00:00,5898.63427734375,6325.0,6380.0,6290.0,6355.0,59210000
2021-05-25 00:00:00+00:00,5926.61181640625,6355.0,6440.0,6300.0,6300.0,87470000
2021-05-27 00:00:00+00:00,5847.3408203125,6270.0,6480.0,6270.0,6440.0,537971500
2021-05-28 00:00:00+00:00,5912.623046875,6340.0,6370.0,6330.0,6330.0,102108500
2021-05-31 00:00:00+00:00,5945.26318359375,6375.0,6390.0,6325.0,6360.0,101442000
2021-06-02 00:00:00+00:00,6029.1962890625,6465.0,6515.0,6420.0,6500.0,141732500
2021-06-03 00:00:00+00:00,6155.09619140625,6600.0,6600.0,6430.0,6495.0,133810500
2021-06-04 00:00:00+00:00,6136.4443359375,6580.0,6620.0,6500.0,6620.0,62108500
2021-06-07 00:00:00+00:00,6089.81494140625,6530.0,6570.0,6430.0,6560.0,62576000
2021-06-08 00:00:00+00:00,5996.5556640625,6430.0,6575.0,6430.0,6575.0,64348000
2021-06-09 00:00:00+00:00,6089.81494140625,6530.0,6535.0,6360.0,6360.0,77198000
2021-06-10 00:00:00+00:00,6173.748046875,6620.0,6620.0,6490.0,6555.0,73262500
2021-06-11 00:00:00+00:00,6033.859375,6470.0,6580.0,6460.0,6570.0,72780500
2021-06-14 00:00:00+00:00,5977.9033203125,6410.0,6520.0,6400.0,6520.0,61478500
2021-06-15 00:00:00+00:00,6033.859375,6470.0,6470.0,6405.0,6445.0,87799000
2021-06-16 00:00:00+00:00,5954.5888671875,6385.0,6435.0,6360.0,6420.0,48984000
2021-06-17 00:00:00+00:00,5903.29638671875,6330.0,6390.0,6275.0,6390.0,68448500
2021-06-18 00:00:00+00:00,5898.63427734375,6325.0,6345.0,6280.0,6300.0,118043000
2021-06-21 00:00:00+00:00,5828.689453125,6250.0,6300.0,6210.0,6300.0,60823500
2021-06-22 00:00:00+00:00,5912.623046875,6340.0,6390.0,6240.0,6250.0,65824000
2021-06-23 00:00:00+00:00,5810.03759765625,6230.0,6340.0,6230.0,6295.0,52451000
2021-06-24 00:00:00+00:00,5791.38623046875,6210.0,6310.0,6200.0,6310.0,56010000
2021-06-25 00:00:00+00:00,5772.73388671875,6190.0,6260.0,6190.0,6230.0,68939500
2021-06-28 00:00:00+00:00,5646.83447265625,6055.0,6150.0,6055.0,6100.0,84420500
2021-06-29 00:00:00+00:00,5637.5087890625,6045.0,6090.0,6040.0,6050.0,53704000
2021-06-30 00:00:00+00:00,5618.85693359375,6025.0,6070.0,6000.0,6000.0,65795000
2021-07-01 00:00:00+00:00,5618.85693359375,6025.0,6075.0,6000.0,6060.0,58153000
2021-07-02 00:00:00+00:00,5688.8017578125,6100.0,6140.0,6040.0,6070.0,67392500
2021-07-05 00:00:00+00:00,5698.126953125,6110.0,6130.0,6070.0,6100.0,39710500
2021-07-06 00:00:00+00:00,5646.83447265625,6055.0,6110.0,6055.0,6110.0,34279500
2021-07-07 00:00:00+00:00,5656.15966796875,6065.0,6180.0,6030.0,6180.0,35595000
2021-07-08 00:00:00+00:00,5609.53076171875,6015.0,6040.0,5980.0,6000.0,47297000
2021-07-09 00:00:00+00:00,5614.19287109375,6020.0,6020.0,5990.0,6010.0,40707500
2021-07-12 00:00:00+00:00,5754.08203125,6170.0,6180.0,6020.0,6070.0,65981500
2021-07-13 00:00:00+00:00,5637.5087890625,6045.0,6175.0,6015.0,6170.0,65946500
2021-07-14 00:00:00+00:00,5586.21630859375,5990.0,6030.0,5980.0,6020.0,59321000
2021-07-15 00:00:00+00:00,5702.7900390625,6115.0,6115.0,5995.0,6000.0,49724000
2021-07-16 00:00:00+00:00,5698.126953125,6110.0,6170.0,6055.0,6170.0,47998500
2021-07-19 00:00:00+00:00,5600.205078125,6005.0,6110.0,6005.0,6110.0,47119000
2021-07-21 00:00:00+00:00,5604.86767578125,6010.0,6120.0,6010.0,6050.0,55009500
2021-07-22 00:00:00+00:00,5740.09326171875,6155.0,6155.0,6050.0,6115.0,60792000
2021-07-23 00:00:00+00:00,5628.18212890625,6035.0,6190.0,6025.0,6180.0,79938000
2021-07-26 00:00:00+00:00,5600.205078125,6005.0,6060.0,6005.0,6040.0,48171500
2021-07-27 00:00:00+00:00,5600.205078125,6005.0,6060.0,6000.0,6005.0,53107500
2021-07-28 00:00:00+00:00,5576.89013671875,5980.0,6010.0,5970.0,6005.0,74133000
2021-07-29 00:00:00+00:00,5632.84521484375,6040.0,6085.0,5980.0,6055.0,84605000
2021-07-30 00:00:00+00:00,5567.564453125,5970.0,6100.0,5960.0,6040.0,105685000
2021-08-02 00:00:00+00:00,5558.23828125,5960.0,6065.0,5905.0,6060.0,119981500
2021-08-03 00:00:00+00:00,5730.767578125,6145.0,6180.0,5985.0,6025.0,110071500
2021-08-04 00:00:00+00:00,5707.453125,6120.0,6150.0,6060.0,6145.0,41112000
2021-08-05 00:00:00+00:00,5875.31884765625,6300.0,6310.0,6140.0,6170.0,93768000
2021-08-06 00:00:00+00:00,5744.75634765625,6160.0,6360.0,6135.0,6360.0,67285000
2021-08-09 00:00:00+00:00,5782.06005859375,6200.0,6200.0,6105.0,6135.0,52858500
2021-08-10 00:00:00+00:00,5875.31884765625,6300.0,6300.0,6115.0,6250.0,60446000
2021-08-12 00:00:00+00:00,5875.31884765625,6300.0,6320.0,6120.0,6120.0,118325500
2021-08-13 00:00:00+00:00,5977.9033203125,6410.0,6435.0,6325.0,6350.0,86929000
2021-08-16 00:00:00+00:00,5987.2294921875,6420.0,6420.0,6305.0,6420.0,69282000
2021-08-18 00:00:00+00:00,6155.09619140625,6600.0,6760.0,6460.0,6520.0,186354500
2021-08-19 00:00:00+00:00,6155.09619140625,6600.0,6600.0,6530.0,6600.0,100926000
2021-08-20 00:00:00+00:00,6155.09619140625,6600.0,6600.0,6510.0,6600.0,120163500
2021-08-23 00:00:00+00:00,6145.7705078125,6590.0,6590.0,6515.0,6515.0,68253000
2021-08-24 00:00:00+00:00,6155.09619140625,6600.0,6600.0,6500.0,6570.0,59561500
2021-08-25 00:00:00+00:00,6155.09619140625,6600.0,6605.0,6585.0,6600.0,80751500
2021-08-26 00:00:00+00:00,6117.79248046875,6560.0,6580.0,6470.0,6560.0,74337000
2021-08-27 00:00:00+00:00,6071.16357421875,6510.0,6530.0,6490.0,6490.0,71572500
2021-08-30 00:00:00+00:00,6122.45556640625,6565.0,6580.0,6520.0,6530.0,74564500
2021-08-31 00:00:00+00:00,6108.46630859375,6550.0,6570.0,6515.0,6520.0,115373500
2021-09-01 00:00:00+00:00,6122.45556640625,6565.0,6600.0,6535.0,6550.0,67362500
2021-09-02 00:00:00+00:00,6099.14013671875,6540.0,6575.0,6455.0,6525.0,53257000
2021-09-03 00:00:00+00:00,6155.09619140625,6600.0,6600.0,6515.0,6560.0,35764500
2021-09-06 00:00:00+00:00,6131.78125,6575.0,6605.0,6550.0,6600.0,36780000
2021-09-07 00:00:00+00:00,6127.1181640625,6570.0,6605.0,6570.0,6595.0,53902000
2021-09-08 00:00:00+00:00,6005.88134765625,6440.0,6595.0,6420.0,6550.0,77888000
2021-09-09 00:00:00+00:00,6127.1181640625,6570.0,6570.0,6410.0,6410.0,110074000
2021-09-10 00:00:00+00:00,6080.48876953125,6520.0,6565.0,6495.0,6495.0,41483500
2021-09-13 00:00:00+00:00,6113.12939453125,6555.0,6560.0,6525.0,6560.0,29929000
2021-09-14 00:00:00+00:00,6103.80322265625,6545.0,6595.0,6495.0,6590.0,51990500
2021-09-15 00:00:00+00:00,6057.173828125,6495.0,6550.0,6485.0,6545.0,44514000
2021-09-16 00:00:00+00:00,6061.8369140625,6500.0,6580.0,6480.0,6580.0,58672500
2021-09-17 00:00:00+00:00,6080.48876953125,6520.0,6535.0,6480.0,6490.0,117540000
2021-09-20 00:00:00+00:00,6141.107421875,6585.0,6590.0,6510.0,6570.0,73157500
2021-09-21 00:00:00+00:00,6052.51123046875,6490.0,6535.0,6470.0,6510.0,57115500
2021-09-22 00:00:00+00:00,6113.12939453125,6555.0,6580.0,6500.0,6500.0,68722000
2021-09-23 00:00:00+00:00,6136.4443359375,6580.0,6590.0,6545.0,6555.0,60998500
2021-09-24 00:00:00+00:00,6141.107421875,6585.0,6585.0,6500.0,6500.0,60539500
2021-09-27 00:00:00+00:00,6136.4443359375,6580.0,6595.0,6555.0,6585.0,55052500
2021-09-28 00:00:00+00:00,6080.48876953125,6520.0,6560.0,6500.0,6540.0,80186000
2021-09-29 00:00:00+00:00,6136.4443359375,6580.0,6580.0,6515.0,6520.0,74079000
2021-09-30 00:00:00+00:00,6528.13232421875,7000.0,7000.0,6595.0,6600.0,156848000
2021-10-01 00:00:00+00:00,6304.31005859375,6760.0,6900.0,6710.0,6900.0,103954500
2021-10-04 00:00:00+00:00,6490.8291015625,6960.0,6960.0,6740.0,6740.0,74719000
2021-10-05 00:00:00+00:00,6476.84033203125,6945.0,6945.0,6860.0,6910.0,54986500
2021-10-06 00:00:00+00:00,6695.99853515625,7180.0,7180.0,6970.0,6980.0,174312000
2021-10-07 00:00:00+00:00,6677.3466796875,7160.0,7175.0,7080.0,7175.0,107263500
2021-10-08 00:00:00+00:00,6798.583984375,7290.0,7300.0,7175.0,7200.0,94643500
2021-10-11 00:00:00+00:00,6765.94287109375,7255.0,7290.0,7230.0,7240.0,47201000
2021-10-12 00:00:00+00:00,6826.5615234375,7320.0,7320.0,7245.0,7255.0,91067000
2021-10-13 00:00:00+00:00,7017.7421875,7525.0,8250.0,7400.0,7400.0,210893300
2021-10-14 00:00:00+00:00,7227.57470703125,7750.0,7900.0,7600.0,7600.0,138811900
2021-10-15 00:00:00+00:00,7134.31591796875,7650.0,7875.0,7450.0,7800.0,142378200
2021-10-18 00:00:00+00:00,7017.7421875,7525.0,7675.0,7475.0,7650.0,116644300
2021-10-19 00:00:00+00:00,6994.4267578125,7500.0,7525.0,7350.0,7475.0,134601200
2021-10-21 00:00:00+00:00,6901.16845703125,7400.0,7550.0,7350.0,7500.0,106120100
2021-10-22 00:00:00+00:00,7017.7421875,7525.0,7550.0,7425.0,7450.0,96730700
2021-10-25 00:00:00+00:00,7017.7421875,7525.0,7525.0,7400.0,7400.0,60329800
2021-10-26 00:00:00+00:00,7017.7421875,7525.0,7600.0,7500.0,7600.0,70103000
2021-10-27 00:00:00+00:00,6947.7978515625,7450.0,7575.0,7425.0,7575.0,57067000
2021-10-28 00:00:00+00:00,6877.853515625,7375.0,7425.0,7350.0,7350.0,75271900
2021-10-29 00:00:00+00:00,6971.11279296875,7475.0,7475.0,7375.0,7450.0,60639200
2021-11-01 00:00:00+00:00,6901.16845703125,7400.0,7550.0,7400.0,7550.0,38593400
2021-11-02 00:00:00+00:00,6807.9091796875,7300.0,7425.0,7250.0,7375.0,90535400
2021-11-03 00:00:00+00:00,6854.5390625,7350.0,7400.0,7250.0,7300.0,61621500
